<H1>	<H1>	<H1>	タグ		
を	ヲ	を	助詞-格助詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
チョコ	チョコ	チョコ	名詞-一般		
「	「	「	記号-括弧開		
コーヒー	コーヒー	コーヒー	名詞-一般		
ビート	ビート	ビート	名詞-一般		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
3	3	3	未知語		
品	ヒン	品	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
、	、	、	記号-読点		
2011	2011	2011	未知語		
年	トシ	年	名詞-一般		
7	7	7	未知語		
月	ツキ	月	名詞-一般		
12	12	12	未知語		
日	ビ	日	名詞-接尾-一般		
から	カラ	から	助詞-格助詞-一般		
全国	ゼンコク	全国	名詞-一般		
で	デ	で	助詞-格助詞-一般		
発売	ハツバイ	発売	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
また	マタ	また	接続詞		
、	、	、	記号-読点		
定番	テイバン	定番	名詞-一般		
商品	ショウヒン	商品	名詞-一般		
で	デ	だ	助動詞	特殊・ダ	連用形
ある	アル	ある	助動詞	五段・ラ行アル	基本形
「	「	「	記号-括弧開		
アポロ	アポロ	アポロ	名詞-固有名詞-一般		
」	」	」	記号-括弧閉		
、	、	、	記号-読点		
「	「	「	記号-括弧開		
チョコ	チョコ	チョコ	名詞-一般		
ベビー	ベビー	ベビー	名詞-一般		
」	」	」	記号-括弧閉		
、	、	、	記号-読点		
「	「	「	記号-括弧開		
マーブル	マーブル	マーブル	未知語		
」	」	」	記号-括弧閉		
を	ヲ	を	助詞-格助詞-一般		
含め	フクメ	含める	動詞-自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
計	ケイ	計	接頭詞-名詞接続		
6	6	6	未知語		
品	ヒン	品	名詞-接尾-一般		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
普段	フダン	普段	名詞-副詞可能		
は	ハ	は	助詞-係助詞		
入っ	ハイッ	入る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	未然形
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
ちょっと	チョット	ちょっと	副詞-助詞類接続		
変わっ	カワッ	変わる	動詞-自立	五段・ラ行	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
味	アジ	味	名詞-一般		
や	ヤ	や	助詞-並立助詞		
かわいい	カワイイ	かわいい	形容詞-自立	形容詞・イ段	基本形
形	カタチ	形	名詞-一般		
の	ノ	の	助詞-連体化		
プレミア	プレミア	プレミア	名詞-一般		
小粒	コツブ	小粒	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
、	、	、	記号-読点		
期間	キカン	期間	名詞-一般		
限定	ゲンテイ	限定	名詞-サ変接続		
で	デ	で	助詞-格助詞-一般		
、	、	、	記号-読点		
十数	ジュウスウ	十数	名詞-数		
パーセント	パーセント	パーセント	名詞-接尾-助数詞		
の	ノ	の	助詞-連体化		
確率	カクリツ	確率	名詞-一般		
で	デ	で	助詞-格助詞-一般		
入れ	イレ	入れる	動詞-自立	一段	連用形
まし	マシ	ます	助動詞	特殊・マス	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
あっ	アッ	ある	動詞-自立	五段・ラ行	連用タ接続
たら	タラ	た	助動詞	特殊・タ	仮定形
うれしい	ウレシイ	うれしい	形容詞-自立	形容詞・イ段	基本形
&ldquo;	&ldquo;	&ldquo;	未知語		
ラッキー	ラッキー	ラッキー	名詞-形容動詞語幹		
アイテム	アイテム	アイテム	名詞-一般		
&rdquo;	&rdquo;	&rdquo;	未知語		
を	ヲ	を	助詞-格助詞-一般		
見つけ	ミツケ	見つける	動詞-自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
とき	トキ	とき	名詞-非自立-副詞可能		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
思わず	オモワズ	思わず	副詞-助詞類接続		
楽しく	タノシク	楽しい	形容詞-自立	形容詞・イ段	連用テ接続
なる	ナル	なる	動詞-自立	五段・ラ行	基本形
よう	ヨウ	よう	名詞-非自立-助動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
演出	エンシュツ	演出	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
展開	テンカイ	展開	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
夏休み	ナツヤスミ	夏休み	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
向け	ムケ	向ける	動詞-自立	一段	連用形
て	テ	て	助詞-接続助詞		
、	、	、	記号-読点		
親子	オヤコ	親子	名詞-一般		
で	デ	で	助詞-格助詞-一般		
楽しめる	タノシメル	楽しめる	動詞-自立	一段	基本形
小粒	コツブ	小粒	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
シリーズ	シリーズ	シリーズ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
展開	テンカイ	展開	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
こと	コト	こと	名詞-非自立-一般		
で	デ	だ	助動詞	特殊・ダ	連用形
、	、	、	記号-読点		
夏場	ナツバ	夏場	名詞-一般		
の	ノ	の	助詞-連体化		
チョコ	チョコ	チョコ	名詞-一般		
市場	シジョウ	市場	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
活性	カッセイ	活性	名詞-一般		
化	カ	化	名詞-接尾-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
売上	ウリアゲ	売上	名詞-一般		
拡大	カクダイ	拡大	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
図っ	ハカッ	図る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
まいり	マイリ	まいる	動詞-非自立	五段・ラ行	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
商品	ショウヒン	商品	名詞-一般		
概要	ガイヨウ	概要	名詞-一般		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
バナナ	バナナ	バナナ	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
内容	ナイヨウ	内容	名詞-一般		
量	リョウ	量	名詞-接尾-一般		
42g	42g	42g	未知語		
特長	トクチョウ	特長	名詞-一般		
まるで	マルデ	まるで	副詞-一般		
本物	ホンモノ	本物	名詞-一般		
の	ノ	の	助詞-連体化		
バナナ	バナナ	バナナ	名詞-一般		
の	ノ	の	助詞-連体化		
よう	ヨウ	よう	名詞-非自立-助動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
見た目	ミタメ	見た目	名詞-一般		
と	ト	と	助詞-並立助詞		
風味	フウミ	風味	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
楽しめる	タノシメル	楽しめる	動詞-自立	一段	基本形
、	、	、	記号-読点		
小さな	チイサナ	小さな	連体詞		
バナナ	バナナ	バナナ	名詞-一般		
型	ガタ	型	名詞-接尾-一般		
チョコ	チョコ	チョコ	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
パッケージ	パッケージ	パッケージ	名詞-一般		
の	ノ	の	助詞-連体化		
表面	ヒョウメン	表面	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
、	、	、	記号-読点		
バナナ	バナナ	バナナ	名詞-一般		
の	ノ	の	助詞-連体化		
皮	カワ	皮	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
剥く	ムク	剥く	動詞-自立	五段・カ行イ音便	基本形
よう	ヨウ	よう	名詞-非自立-助動詞語幹		
に	ニ	に	助詞-副詞化		
めくる	メクル	めくる	動詞-自立	五段・ラ行	基本形
と	ト	と	助詞-格助詞-引用		
占える	ウラナエル	占える	動詞-自立	一段	基本形
「	「	「	記号-括弧開		
バナナ	バナナ	バナナ	名詞-一般		
くじ	クジ	くじ	名詞-一般		
」	」	」	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
付い	ツイ	付く	動詞-自立	五段・カ行イ音便	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
グミ	グミ	グミ	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
ドリンク	ドリンク	ドリンク	名詞-一般		
メニュー	メニュー	メニュー	名詞-一般		
内容	ナイヨウ	内容	名詞-一般		
量	リョウ	量	名詞-接尾-一般		
35g	35g	35g	未知語		
特長	トクチョウ	特長	名詞-一般		
人気	ニンキ	人気	名詞-一般		
の	ノ	の	助詞-連体化		
ドリンクフレーバー	ドリンクフレーバー	ドリンクフレーバー	未知語		
、	、	、	記号-読点		
メロン	メロン	メロン	名詞-一般		
ソーダ	ソーダ	ソーダ	名詞-一般		
/	/	/	未知語		
コーラ	コーラ	コーラ	名詞-一般		
フロート	フロート	フロート	名詞-サ変接続		
/	/	/	未知語		
い	イ	いる	動詞-自立	一段	連用形
ち	チ	ちる	動詞-自立	五段・ラ行	体言接続特殊２
ご	ゴ	ご	接頭詞-名詞接続		
ミルク	ミルク	ミルク	名詞-一般		
の	ノ	の	助詞-連体化		
3	3	3	未知語		
品	ヒン	品	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
味	アジ	味	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
楽しめる	タノシメル	楽しめる	動詞-自立	一段	基本形
グミ	グミ	グミ	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
コーヒー	コーヒー	コーヒー	名詞-一般		
ビート	ビート	ビート	名詞-一般		
内容	ナイヨウ	内容	名詞-一般		
量	リョウ	量	名詞-接尾-一般		
35g	35g	35g	未知語		
特長	トクチョウ	特長	名詞-一般		
コロコロ	コロコロ	コロコロ	副詞-一般		
かわいい	カワイイ	かわいい	形容詞-自立	形容詞・イ段	基本形
コーヒー	コーヒー	コーヒー	名詞-一般		
豆	マメ	豆	名詞-一般		
の	ノ	の	助詞-連体化		
形	カタチ	形	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
チョコ	チョコ	チョコ	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
親子	オヤコ	親子	名詞-一般		
で	デ	で	助詞-格助詞-一般		
食べ	タベ	食べる	動詞-自立	一段	連用形
やすい	ヤスイ	やすい	形容詞-非自立	形容詞・アウオ段	基本形
よう	ヨウ	よう	名詞-非自立-助動詞語幹		
、	、	、	記号-読点		
ミルク	ミルク	ミルク	名詞-一般		
感	カン	感	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
アップ	アップ	アップ	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
甘み	アマミ	甘み	名詞-一般		
の	ノ	の	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
コーヒー	コーヒー	コーヒー	名詞-一般		
ミルク	ミルク	ミルク	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
イメージ	イメージ	イメージ	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
味わい	アジワイ	味わい	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
アポロ	アポロ	アポロ	名詞-固有名詞-一般		
内容	ナイヨウ	内容	名詞-一般		
量	リョウ	量	名詞-接尾-一般		
48g	48g	48g	未知語		
特長	トクチョウ	特長	名詞-一般		
<ミルクチョコ>	<ミルクチョコ>	<ミルクチョコ>	タグ		
と	ト	と	助詞-格助詞-引用		
い	イ	いる	動詞-自立	一段	連用形
ち	チ	ちる	動詞-自立	五段・ラ行	体言接続特殊２
ご	ゴ	ご	接頭詞-名詞接続		
チョコ	チョコ	チョコ	名詞-一般		
の	ノ	の	助詞-連体化		
組み合わせ	クミアワセ	組み合わせ	名詞-一般		
で	デ	だ	助動詞	特殊・ダ	連用形
、	、	、	記号-読点		
三角形	サンカッケイ	三角形	名詞-一般		
の	ノ	の	助詞-格助詞-一般		
かわいい	カワイイ	かわいい	形容詞-自立	形容詞・イ段	基本形
形	カタチ	形	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
チョコ	チョコ	チョコ	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
チョコ	チョコ	チョコ	名詞-一般		
ベビー	ベビー	ベビー	名詞-一般		
内容	ナイヨウ	内容	名詞-一般		
量	リョウ	量	名詞-接尾-一般		
34g	34g	34g	未知語		
特長	トクチョウ	特長	名詞-一般		
ポイ	ポイ	ポイ	副詞-一般		
ポイ	ポイ	ポイ	副詞-一般		
食べ	タベ	食べる	動詞-自立	一段	未然形
られる	ラレル	られる	動詞-接尾	一段	基本形
かわいい	カワイイ	かわいい	形容詞-自立	形容詞・イ段	基本形
小粒	コツブ	小粒	名詞-一般		
の	ノ	の	助詞-連体化		
チョコ	チョコ	チョコ	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
マーブル	マーブル	マーブル	未知語		
内容	ナイヨウ	内容	名詞-一般		
量	リョウ	量	名詞-接尾-一般		
33g	33g	33g	未知語		
特長	トクチョウ	特長	名詞-一般		
楽しい	タノシイ	楽しい	形容詞-自立	形容詞・イ段	基本形
7	7	7	未知語		
色	ショク	色	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
カラフル	カラフル	カラフル	名詞-一般		
な	ナ	だ	助動詞	特殊・ダ	体言接続
チョコ	チョコ	チョコ	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
発売	ハツバイ	発売	名詞-サ変接続		
日	ビ	日	名詞-接尾-一般		
・	・	・	記号-一般		
発売	ハツバイ	発売	名詞-サ変接続		
地区	チク	地区	名詞-一般		
2011	2011	2011	未知語		
年	トシ	年	名詞-一般		
7	7	7	未知語		
月	ツキ	月	名詞-一般		
12	12	12	未知語		
日	ビ	日	名詞-接尾-一般		
全国	ゼンコク	全国	名詞-一般		
価格	カカク	価格	名詞-一般		
参考	サンコウ	参考	名詞-サ変接続		
小売	コウリ	小売	名詞-サ変接続		
価格	カカク	価格	名詞-一般		
118	118	118	未知語		
円	エン	円	名詞-一般		
（	（	（	記号-括弧開		
税込	ゼイコミ	税込	名詞-一般		
）	）	）	記号-括弧閉		
ターゲット	ターゲット	ターゲット	名詞-一般		
お子さま	オコサマ	お子さま	名詞-一般		
から	カラ	から	助詞-格助詞-一般		
主婦	シュフ	主婦	名詞-一般		
まで	マデ	まで	助詞-副助詞		
幅広く	ハバヒロク	幅広い	形容詞-自立	形容詞・アウオ段	連用テ接続
販売	ハンバイ	販売	名詞-サ変接続		
目標	モクヒョウ	目標	名詞-一般		
金額	キンガク	金額	名詞-一般		
60	60	60	未知語		
億	オク	億	名詞-数		
円	エン	円	名詞-接尾-助数詞		
／	／	／	記号-一般		
年間	ネンカン	年間	名詞-一般		
（	（	（	記号-括弧開		
小粒	コツブ	小粒	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
群	グン	群	名詞-接尾-一般		
、	、	、	記号-読点		
小売	コウリ	小売	名詞-サ変接続		
ベース	ベース	ベース	名詞-一般		
）	）	）	記号-括弧閉		
ラッキー	ラッキー	ラッキー	名詞-形容動詞語幹		
アイテム	アイテム	アイテム	名詞-一般		
について	ニツイテ	について	助詞-格助詞-連語		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
ラッキー	ラッキー	ラッキー	名詞-形容動詞語幹		
アイテム	アイテム	アイテム	名詞-一般		
バナナ	バナナ	バナナ	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
オレンジ	オレンジ	オレンジ	名詞-一般		
色	ショク	色	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
「	「	「	記号-括弧開		
完熟	カンジュク	完熟	名詞-サ変接続		
バナナ	バナナ	バナナ	名詞-一般		
」	」	」	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
、	、	、	記号-読点		
10	10	10	未知語		
箱	バコ	箱	名詞-接尾-一般		
に	ニ	に	助詞-格助詞-一般		
１	イチ	１	名詞-数		
粒	ツブ	粒	名詞-接尾-助数詞		
の	ノ	の	助詞-連体化		
割合	ワリアイ	割合	名詞-一般		
で	デ	で	助詞-格助詞-一般		
入っ	ハイッ	入る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
グミ	グミ	グミ	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
ドリンク	ドリンク	ドリンク	名詞-一般		
メニュー	メニュー	メニュー	名詞-一般		
通常	ツウジョウ	通常	名詞-一般		
の	ノ	の	助詞-連体化		
味	アジ	味	名詞-一般		
と	ト	と	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
違う	チガウ	違う	動詞-自立	五段・ワ行促音便	基本形
「	「	「	記号-括弧開		
レモン	レモン	レモン	名詞-一般		
コーラ	コーラ	コーラ	名詞-一般		
味	アジ	味	名詞-一般		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
グミ	グミ	グミ	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
、	、	、	記号-読点		
10	10	10	未知語		
箱	バコ	箱	名詞-接尾-一般		
に	ニ	に	助詞-格助詞-一般		
1	1	1	未知語		
粒	ツブ	粒	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
割合	ワリアイ	割合	名詞-一般		
で	デ	で	助詞-格助詞-一般		
入っ	ハイッ	入る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
コーヒー	コーヒー	コーヒー	名詞-一般		
ビート	ビート	ビート	名詞-一般		
「	「	「	記号-括弧開		
白い	シロイ	白い	形容詞-自立	形容詞・アウオ段	基本形
コーヒー	コーヒー	コーヒー	名詞-一般		
ビート	ビート	ビート	名詞-一般		
」	」	」	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
10	10	10	未知語		
本	ホン	本	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
1	1	1	未知語		
粒	ツブ	粒	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
割合	ワリアイ	割合	名詞-一般		
で	デ	で	助詞-格助詞-一般		
入っ	ハイッ	入る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
アポロ	アポロ	アポロ	名詞-固有名詞-一般		
「	「	「	記号-括弧開		
イチゴ	イチゴ	イチゴ	名詞-一般		
型	ガタ	型	名詞-接尾-一般		
アポロ	アポロ	アポロ	名詞-固有名詞-一般		
」	」	」	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
10	10	10	未知語		
箱	バコ	箱	名詞-接尾-一般		
に	ニ	に	助詞-格助詞-一般		
1	1	1	未知語		
粒	ツブ	粒	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
割合	ワリアイ	割合	名詞-一般		
で	デ	で	助詞-格助詞-一般		
入っ	ハイッ	入る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
チョコ	チョコ	チョコ	名詞-一般		
ベビー	ベビー	ベビー	名詞-一般		
通常	ツウジョウ	通常	名詞-一般		
サイズ	サイズ	サイズ	名詞-一般		
より	ヨリ	より	助詞-格助詞-一般		
大きい	オオキイ	大きい	形容詞-自立	形容詞・イ段	基本形
「	「	「	記号-括弧開		
大粒	オオツブ	大粒	名詞-一般		
チョコ	チョコ	チョコ	名詞-一般		
ベビー	ベビー	ベビー	名詞-一般		
」	」	」	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
10	10	10	未知語		
箱	バコ	箱	名詞-接尾-一般		
に	ニ	に	助詞-格助詞-一般		
1	1	1	未知語		
粒	ツブ	粒	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
割合	ワリアイ	割合	名詞-一般		
で	デ	で	助詞-格助詞-一般		
入っ	ハイッ	入る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
マーブル	マーブル	マーブル	未知語		
「	「	「	記号-括弧開		
むら	ムラ	むら	名詞-一般		
さき	サキ	さき	名詞-一般		
色	ショク	色	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
マーブル	マーブル	マーブル	未知語		
」	」	」	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
6	6	6	未知語		
本	ホン	本	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
1	1	1	未知語		
粒	ツブ	粒	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
割合	ワリアイ	割合	名詞-一般		
で	デ	で	助詞-格助詞-一般		
入っ	ハイッ	入る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
EOS
EOS
EOS
<H3>	<H3>	<H3>	タグ		
62	62	62	未知語		
</H3>	</H3>	</H3>	タグ		
EOS
株式会社	カブシキガイシャ	株式会社	名詞-一般		
明治	メイジ	明治	名詞-固有名詞-一般		
（	（	（	記号-括弧開		
代表	ダイヒョウ	代表	名詞-サ変接続		
取締役	トリシマリヤク	取締役	名詞-一般		
社長	シャチョウ	社長	名詞-一般		
：	：	：	記号-一般		
浅野	アサノ	浅野	名詞-固有名詞-人名-姓		
茂太郎	シゲタロウ	茂太郎	名詞-固有名詞-人名-名		
）	）	）	記号-括弧閉		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
今年	コトシ	今年	名詞-副詞可能		
で	デ	で	助詞-格助詞-一般		
発売	ハツバイ	発売	名詞-サ変接続		
17	17	17	未知語		
年	トシ	年	名詞-一般		
目	メ	目	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
迎える	ムカエル	迎える	動詞-自立	一段	基本形
ロングセラー	ロングセラー	ロングセラー	名詞-一般		
商品	ショウヒン	商品	名詞-一般		
&ldquo;	&ldquo;	&ldquo;	未知語		
<明治エッセルスーパーカップ>	<明治エッセルスーパーカップ>	<明治エッセルスーパーカップ>	タグ		
&rdquo;	&rdquo;	&rdquo;	未知語		
シリーズ	シリーズ	シリーズ	名詞-一般		
より	ヨリ	より	助詞-格助詞-一般		
、	、	、	記号-読点		
「	「	「	記号-括弧開		
<明治エッセルスーパーカップ>	<明治エッセルスーパーカップ>	<明治エッセルスーパーカップ>	タグ		
クッキー	クッキー	クッキー	名詞-一般		
バニラ	バニラ	バニラ	名詞-一般		
」	」	」	記号-括弧閉		
を	ヲ	を	助詞-格助詞-一般		
、	、	、	記号-読点		
2011	2011	2011	未知語		
年	トシ	年	名詞-一般		
7	7	7	未知語		
月	ツキ	月	名詞-一般		
11	11	11	未知語		
日	ビ	日	名詞-接尾-一般		
から	カラ	から	助詞-格助詞-一般		
全国	ゼンコク	全国	名詞-一般		
で	デ	で	助詞-格助詞-一般		
発売	ハツバイ	発売	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
「	「	「	記号-括弧開		
<明治エッセルスーパーカップ>	<明治エッセルスーパーカップ>	<明治エッセルスーパーカップ>	タグ		
クッキー	クッキー	クッキー	名詞-一般		
バニラ	バニラ	バニラ	名詞-一般		
」	」	」	記号-括弧閉		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
濃厚	ノウコウ	濃厚	名詞-形容動詞語幹		
で	デ	だ	助動詞	特殊・ダ	連用形
なめ	ナメ	なめる	動詞-自立	一段	連用形
ら	ラ	ら	名詞-接尾-一般		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
な	ナ	だ	助動詞	特殊・ダ	体言接続
舌触り	シタザワリ	舌触り	名詞-一般		
の	ノ	の	助詞-連体化		
バニラ	バニラ	バニラ	名詞-一般		
アイス	アイス	アイス	名詞-一般		
と	ト	と	助詞-格助詞-一般		
香ばしく	コウバシク	香ばしい	形容詞-自立	形容詞・イ段	連用テ接続
カカオ	カカオ	カカオ	名詞-一般		
風味	フウミ	風味	名詞-一般		
豊か	ユタカ	豊か	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
チョコ	チョコ	チョコ	名詞-一般		
クッキー	クッキー	クッキー	名詞-一般		
の	ノ	の	助詞-格助詞-一般		
おいしい	オイシイ	おいしい	形容詞-自立	形容詞・イ段	基本形
組み合わせ	クミアワセ	組み合わせ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
、	、	、	記号-読点		
キレ	キレ	キレ	名詞-一般		
の	ノ	の	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
味わい	アジワイ	味わい	名詞-一般		
で	デ	で	助詞-格助詞-一般		
お	オ	お	接頭詞-名詞接続		
楽しみ	タノシミ	楽しみ	名詞-一般		
いただけ	イタダケ	いただける	動詞-自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
また	マタ	また	接続詞		
、	、	、	記号-読点		
本年	ホンネン	本年	名詞-副詞可能		
は	ハ	は	助詞-係助詞		
『	『	『	記号-括弧開		
ガッツ	ガッツ	ガッツ	名詞-一般		
リ	リ	リ	名詞-固有名詞-一般		
青春	セイシュン	青春	名詞-一般		
』	』	』	記号-括弧閉		
を	ヲ	を	助詞-格助詞-一般		
テーマ	テーマ	テーマ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
本	ホン	本	接頭詞-名詞接続		
商品	ショウヒン	商品	名詞-一般		
の	ノ	の	助詞-連体化		
ターゲット	ターゲット	ターゲット	名詞-一般		
で	デ	だ	助動詞	特殊・ダ	連用形
ある	アル	ある	助動詞	五段・ラ行アル	基本形
10	10	10	未知語		
代	ダイ	代	名詞-接尾-一般		
から	カラ	から	助詞-格助詞-一般		
20	20	20	未知語		
代	ダイ	代	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
若者	ワカモノ	若者	名詞-一般		
の	ノ	の	助詞-連体化		
青春	セイシュン	青春	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
盛り上げる	モリアゲル	盛り上げる	動詞-自立	一段	基本形
新	シン	新	接頭詞-名詞接続		
CM	CM	CM	未知語		
の	ノ	の	助詞-連体化		
オンエア	オンエア	オンエア	名詞-一般		
